name,description,latitude,longitude,likes_count
东京塔,RIIZE将太郎、宋银硕、郑成灿、朴元彬东京塔合照,35.6584491,139.74553595504963,0
Bakehouse,香港fancon吃的蛋挞,22.2794487, 114.1840381,0
Okutadami Maruyama Ski Resort ,《Love 119》拍摄地——雪景,37.1562963,139.22903562000985,0
京王线站台——府中竞马正门前,《Love 119》拍摄地——站台和列车,35.6684223,139.4847109,0
グランイーグル西蒲田２,《Love 119》拍摄地——居民区,35.567761864276626,139.71701420331414,0
Tachikawa Sozosha,《Love 119》拍摄地——学习,35.692139657995654,139.39027487116476,0
Hugely Jeju,《sungsho今天做什么》同款橘子冰淇淋,33.51588888483907, 126.51392356931814,0
Somunnan Gamjatang (Pork Bone Soup),成灿、Anton同款土豆脊骨汤,37.54296020985573, 127.0543195556548,0
